question,answer
车险加保流程,"您好，您可以在平安好车主APP首页→查保单→ 信息修改 →选择险别（商业险）→然后根据界面提示完成后续步骤。如无法操作或是修改失败，可点击 门店预约 进行办理。

★温馨提醒：
由于监管原因，针对深圳地区投保客户，涉及对投保人和被保人的关键信息批改时，需采用现场受理方式进行批改，不支持客户自助操作，故关闭平安好车主APP中的部分自助批改功能，如有不便，请谅解。"
优惠加油油费付错加油站的处理方式,您好，如果您加完油发现油费付错了加油站，您可以通过平安好车主底部→我的→ 我的订单 →加油订单→查看详情→拨打商家电话为您处理。
各类机动车年审时间规定,"您好，2022年10月1日后，各类车辆年检时间如下：

1、小型、微型非营运载客汽车6年以内免检，需在线申领标志；6年至10年的非营运小型客车，上线检验2次（第6年、第10年），第八年需在线申领年检标志；大于10年，每年上线检验1次； 
2、摩托车≤10年：上线检验2次（第6年、第10年）；
3、营运载客汽车5年以内每年检验1次；超过5年的，每6个月检验1次；
4、载货汽车和大型、中型非营运载客汽车10年以内每年检验1次；超过10年的每6个月检验1次。"
为何使用优惠券后商品仍是原价,"您好，优惠券领取后，可直接点击对应卡券兑换，提交订单前请手工点选对应优惠券，待价格变为优惠价格后再支付。

★温馨提醒：
部分商品为限时限量优惠，超时或超量后均无法享受优惠价格。"
车险救援到达时效,您好，车险救援到现场的具体时间要根据当地交通状况确定，一般情况，我们会在40分钟内到达现场，您可通过APP首页→ 道路救援 查看救援师傅轨迹路线，如遇特殊灾害性天气，到场时间可能会延迟，具体需根据现场的交通状况或需求量决定，我们会第一时间协调可用资源，最大程度的保障救援时效，感谢您的理解。
客服专员更换,您好，如需更换投保客服专员，您可通过下方登记相关信息提交专员核实处理。
如何查看保险是否支付成功,您好，您可通过APP底部→我的→ 我的订单 即可查询已支付的保单信息。
E生平安·防癌宝保额是多少,"平安E生平安·防癌宝(互联网版)保额如下：

1、质子重离子医疗保险责任-100万；
2、恶性肿瘤或原位癌就医安排费用保险金-10万；
3、恶性肿瘤或原位癌第三方诊疗费用保险金-10万；
4、恶性肿瘤或原位癌确诊费用保险金、恶性肿瘤或原位癌治疗费用保险金-200万。"
如何取消保费测算的预约,您好，保费测算的预约无法取消，预约完成后就不会收到提醒了。 
车险保养服务领取途径,您好，您通过APP底部→我的→ 我的卡券 ，即可领取保养服务。
交强险费率浮动说明,
兑换专区如何修改订单信息,您好，目前暂不支持自助修改订单信息，您可进入商品详情页右上角“联系商家”按钮，联系商家更改相关信息。
使用ETC是否需要额外付费,您好，在您的通行过程中，您的通行费用完全是按照高速公路管理局给您核定的标准收费，我们不收取您的费用。
三者险保额都有哪些档次,安安不太明白您的意思，要不您换个问法再试试，或许安安就能明白啦！
药诊卡使用区域,您好，药诊卡仅能在您保单所在省份的（如在深圳购买的保单，出单机构为深圳，则只能在广东范围内的药店进行消费）药店进行核销，异地药店无法核销（线上商城、在线问诊无限制）。
兑换的礼品与所收实物不符,您好，若APP兑换的礼品与所收实物不符，您可以在订单详情页面右上角联系商家，协商处理。
按揭车如何投保车险,您好，您可通过平安好车主APP首页→ 买车险 →录入投保信息→提交订单，如无需添加特别约定的车辆，直接在线支付即可；需要添加特别约定的车辆，请联系您的专属客户经理协助处理。
是否需要投保玻璃单独破碎险,您好，车险综合改革后，玻璃单独破碎险已并入车损险理赔范围，无需单独购买。
非车险是否可以重复投保,大部分非车产品限投保一份，您可在产品的投保页面点击《投保须知》，查看具体产品的投保份数上限。
什么是免赔额,您好，免赔额是指免赔的额度，由保险人和被保险人事先根据保险合同约定，损失额在规定数额之内，被保险人自行承担损失，保险人不负责赔偿的额度。各产品特约不一样，一般约定是一次事故便扣一次免赔额。例如：投保人于保险公司中约定每次事故绝对免赔额为200元，当发生保险事故时，若损失在200元以下的，保险公司不予赔付，若损失超过200元，保险公司每超过“每次事故绝对免赔额”200元的部分给与补偿。
道路救援的派单时效,您好，申请道路救援后，系统受理后会在6分钟内为您派单。救援若长时间未到或其他问题，您可通过APP首页→ 道路救援 →联系师傅。
过户车如何买保险,"您好，您可通过APP首页→ 买车险 →输入车牌号→选择“车辆过户后首次投保”→输入车架号→立即报价，根据页面提示填写即可报价投保。

★温馨提醒：
1、车辆过户日期：请查看行驶证发证日期；
2、若过户车未上牌，可选择【新车未上牌】，根据页面提示报价投保。"
怎么查询评价,您好，您可点击 我的评价 →已评论，即可查询您的评论记录。
什么是“核定载质量”？,核定载质量是指车辆设计规定装载货物的标准质量。可在行驶证或机动车登记证书中查看。
如何打印保单,"您好，保单的打印方式如下： 

1、您可以进入APP首页→查保单→ 电子保单 →保单下载，即可保存图片至相册后进行打印；
2、门店打印：可以凭相关信息到就近的平安产险门店打印纸质保单； 
3、保存电子版打印：通过邮件或短信链接下载后自行打印至A4纸上。"
话费充值支付方式,"您好，APP中使用话费充值时，支付方式支持微信、车主钱包支付。

★温馨提醒：
因供应商接口升级维护，暂不支持支付宝支付，恢复时间暂时无法确认。"
如何生成付款二维码,您操作到付款步骤，选择立即支付-更多支付方式-扫码支付，即可生成付款二维码。
什么是“无赔款优待系数NCD”？,"无赔款优待系数（简称“NCD系数”）
根据客户所投保车辆上一年或上几年的出险情况进行浮动费率的系数，由中保协定期制定并颁布，并通过商业车险信息平台统一查询使用。保险公司严格按照从平台获取的NCD系数值进行费率的浮动，严禁上浮或者下调NCD系数值来调整保费。"
